Name	Year of birth	Year of death	Nationality	Notable 20th-century works	Remarks	URL	Pageviews
Enric Morera i Viura	1865	1942.0	Spanish			https://en.wikipedia.org/wiki/Enric_Morera_i_Viura	2631.0
Justin Connolly	1933	2020.0	British		modernism	https://en.wikipedia.org/wiki/Justin_Connolly	2628.0
Stefans Grové	1922	2014.0	South African			https://en.wikipedia.org/wiki/Stefans_Grov%C3%A9	2627.0
Richard Edward Wilson	1941		American			https://en.wikipedia.org/wiki/Richard_Edward_Wilson	2626.0
Hakon Børresen	1876	1954.0	Danish	The Royal Guest	romanticism	https://en.wikipedia.org/wiki/Hakon_B%C3%B8rresen	2610.0
Martinus Sieveking	1867	1950.0	Dutch			https://en.wikipedia.org/wiki/Martinus_Sieveking	2607.0
Gustave Doret	1866	1943.0	Swiss			https://en.wikipedia.org/wiki/Gustave_Doret	2606.0
Eduardo Hernández Moncada	1899	1995.0	Mexican			https://en.wikipedia.org/wiki/Eduardo_Hern%C3%A1ndez_Moncada	2605.0
Don Kay	1933		Australian			https://en.wikipedia.org/wiki/Don_Kay_(composer)	2605.0
Stephen Chatman	1950		Canadian			https://en.wikipedia.org/wiki/Stephen_Chatman	2603.0
John Carmichael	1930		Australian			https://en.wikipedia.org/wiki/John_Carmichael_(composer)	2603.0
Geoffrey O'Hara	1882	1967.0	Canadian			https://en.wikipedia.org/wiki/Geoffrey_O%27Hara	2600.0
Victor Bendix	1851	1926.0	Danish	Symphony No. 4 in D minor, Op. 30		https://en.wikipedia.org/wiki/Victor_Bendix	2596.0
Anthony Gilbert	1934		British			https://en.wikipedia.org/wiki/Anthony_Gilbert_(composer)	2596.0
Conrad Beck	1901	1989.0	Swiss			https://en.wikipedia.org/wiki/Conrad_Beck	2590.0
Jules Van Nuffel	1883	1953.0	Belgian	In convertendo Dominus;Te Deum		https://en.wikipedia.org/wiki/Jules_Van_Nuffel	2588.0
Fannie Charles Dillon	1881	1947.0	American			https://en.wikipedia.org/wiki/Fannie_Charles_Dillon	2587.0
Charles Malherbe	1853	1911.0	French		Romanticism	https://en.wikipedia.org/wiki/Charles_Malherbe	2577.0
Erna Tauro	1916	1993.0	Finnish-Swedish			https://en.wikipedia.org/wiki/Erna_Tauro	2577.0
Rob du Bois	1934	2013.0	Dutch	Pastorale VII; Concerto for Two Violins and Orchestra	serialism,improvisation,musical quotation	https://en.wikipedia.org/wiki/Rob_du_Bois	2575.0
Todor Skalovski	1909	2004.0	Macedonian			https://en.wikipedia.org/wiki/Todor_Skalovski	2572.0
Paul Phillips	1956		American			https://en.wikipedia.org/wiki/Paul_Phillips_(conductor)	2570.0
Riichiro Manabe	1924	2015.0	Japanese			https://en.wikipedia.org/wiki/Riichiro_Manabe	2569.0
Ernest Charles	1895	1984.0	American			https://en.wikipedia.org/wiki/Ernest_Charles	2569.0
Jef van Hoof	1886	1959.0	Belgian			https://en.wikipedia.org/wiki/Jef_van_Hoof	2568.0
Volker David Kirchner	1942	2020.0	German	"Die Trauung(opera);Missa Moguntina(MainzMass); Symphony No. 2 ""Mythen"""		https://en.wikipedia.org/wiki/Volker_David_Kirchner	2567.0
Heinz Winbeck	1946	2019.0	German			https://en.wikipedia.org/wiki/Heinz_Winbeck	2563.0
Rolf Gehlhaar	1943	2019.0	American	Sub rosa;Five German Dances	electronic music,sound installations	https://en.wikipedia.org/wiki/Rolf_Gehlhaar	2562.0
Guto Puw	1971		Welsh			https://en.wikipedia.org/wiki/Guto_Puw	2558.0
Hugh Blair	1864	1932.0	English	Magnificat;Nunc Dimittisfor double choir		https://en.wikipedia.org/wiki/Hugh_Blair_(composer)	2556.0
Brian Bonsor	1926	2011.0	Scottish			https://en.wikipedia.org/wiki/Brian_Bonsor	2550.0
Raymond Premru	1934	1998.0	American			https://en.wikipedia.org/wiki/Raymond_Premru	2550.0
Willy Hess	1906	1997.0	Swiss			https://en.wikipedia.org/wiki/Willy_Hess_(composer)	2548.0
Jonny Heykens	1884	1945.0	Dutch			https://en.wikipedia.org/wiki/Jonny_Heykens	2545.0
Jurriaan Andriessen	1925	1996.0	Dutch			https://en.wikipedia.org/wiki/Jurriaan_Andriessen_(composer)	2543.0
Sadao Bekku	1922	2012.0	Japanese			https://en.wikipedia.org/wiki/Sadao_Bekku	2540.0
Daniel Hensel	1978		German			https://en.wikipedia.org/wiki/Daniel_Hensel	2539.0
David Blake	1936		British			https://en.wikipedia.org/wiki/David_Blake_(composer)	2536.0
Stanley Vann	1910	2010.0	English			https://en.wikipedia.org/wiki/Stanley_Vann	2534.0
Svatopluk Havelka	1925	2009.0	Czech			https://en.wikipedia.org/wiki/Svatopluk_Havelka	2530.0
Denise Kelly	1954		Irish			https://en.wikipedia.org/wiki/Denise_Kelly	2526.0
Lucien Capet	1873	1928.0	French	Poème for violin and orchestra		https://en.wikipedia.org/wiki/Lucien_Capet	2523.0
Nicolaus A. Huber	1939		German			https://en.wikipedia.org/wiki/Nicolaus_A._Huber	2515.0
Klaus Egge	1906	1979.0	Norwegian			https://en.wikipedia.org/wiki/Klaus_Egge	2515.0
Jean-Claude Éloy	1938		French		Electroacoustic music	https://en.wikipedia.org/wiki/Jean-Claude_%C3%89loy	2513.0
Teizo Matsumura	1929	2007.0	Japanese		atonality	https://en.wikipedia.org/wiki/Teizo_Matsumura	2513.0
Harl McDonald	1899	1955.0	American			https://en.wikipedia.org/wiki/Harl_McDonald	2511.0
Otakar Ostrčil	1879	1935.0	Czech			https://en.wikipedia.org/wiki/Otakar_Ostr%C4%8Dil	2508.0
Henry Holden Huss	1862	1953.0	American			https://en.wikipedia.org/wiki/Henry_Holden_Huss	2504.0
Marta Ptaszynska	1943		Polish			https://en.wikipedia.org/wiki/Marta_Ptaszynska	2497.0
Alvin Etler	1913	1973.0	American			https://en.wikipedia.org/wiki/Alvin_Etler	2496.0
Antonio Bibalo	1922	2008.0	Italian-Norwegian		opera	https://en.wikipedia.org/wiki/Antonio_Bibalo	2494.0
Joseph Haas	1879	1960.0	German		Romanticism	https://en.wikipedia.org/wiki/Joseph_Haas	2493.0
François Borne	1840	1920.0	French			https://en.wikipedia.org/wiki/Fran%C3%A7ois_Borne	2490.0
William G. James	1892	1977.0	Australian			https://en.wikipedia.org/wiki/William_G._James	2489.0
David Van Vactor	1906	1994.0	American			https://en.wikipedia.org/wiki/David_Van_Vactor	2489.0
Theo Jörgensmann	1948		German			https://en.wikipedia.org/wiki/Theo_J%C3%B6rgensmann	2488.0
Ingeborg Bronsart von Schellendorf	1840	1913.0	Swedish-German			https://en.wikipedia.org/wiki/Ingeborg_Bronsart_von_Schellendorf	2482.0
Mabel Wheeler Daniels	1878	1971.0	American			https://en.wikipedia.org/wiki/Mabel_Wheeler_Daniels	2481.0
Usko Meriläinen	1930	2004.0	Finnish			https://en.wikipedia.org/wiki/Usko_Meril%C3%A4inen	2481.0
Roger Bourland	1952		American			https://en.wikipedia.org/wiki/Roger_Bourland	2479.0
Violeta Dinescu	1953		Romanian	Der 35. Mai(children's opera)		https://en.wikipedia.org/wiki/Violeta_Dinescu	2479.0
Johanna Doderer	1969		Austrian		Opera	https://en.wikipedia.org/wiki/Johanna_Doderer	2476.0
Eugen Kapp	1906	1996.0	Estonian			https://en.wikipedia.org/wiki/Eugen_Kapp	2476.0
Jacobo Ficher	1896	1978.0	Argentine	10 symphonies; 3 piano concertos; chamber music;El Oso(opera, after Chekhov)	eclectic	https://en.wikipedia.org/wiki/Jacobo_Ficher	2475.0
Harry Bannink	1929	1999.0	Dutch			https://en.wikipedia.org/wiki/Harry_Bannink	2474.0
Xiao Youmei	1884	1940.0	Chinese			https://en.wikipedia.org/wiki/Xiao_Youmei	2474.0
Mesías Maiguashca	1938		Ecuadorian	F-Melodies;Ayayayayay	electronic music;spectralism	https://en.wikipedia.org/wiki/Mes%C3%ADas_Maiguashca	2470.0
Hugo Kaun	1863	1932.0	German	Symphony No. 3 in E minor, Op. 96		https://en.wikipedia.org/wiki/Hugo_Kaun	2467.0
Kelsey Jones	1922	2004.0	Canadian			https://en.wikipedia.org/wiki/Kelsey_Jones	2463.0
Edward Boatner	1898	1981.0	American			https://en.wikipedia.org/wiki/Edward_Boatner	2462.0
Pauline Hall	1890	1969.0	Norwegian			https://en.wikipedia.org/wiki/Pauline_Hall_(composer)	2461.0
Theo Mackeben	1897	1953.0	German			https://en.wikipedia.org/wiki/Theo_Mackeben	2460.0
Otto Malling	1848	1915.0	Danish			https://en.wikipedia.org/wiki/Otto_Malling	2460.0
Makoto Shinohara	1931		Japanese	Fragmente	electronic music, influence of traditional Japanese music	https://en.wikipedia.org/wiki/Makoto_Shinohara	2454.0
Vadim Salmanov	1912	1978.0	Russian	Symphony No. 2		https://en.wikipedia.org/wiki/Vadim_Salmanov	2450.0
Willson Osborne	1906	1979.0	American		neoclassical	https://en.wikipedia.org/wiki/Willson_Osborne	2447.0
Gerd Zacher	1929	2014.0	German			https://en.wikipedia.org/wiki/Gerd_Zacher	2443.0
Philip James	1890	1975.0	American			https://en.wikipedia.org/wiki/Philip_James	2442.0
Walter Leigh	1905	1942.0	English	Concertino for Harpsichord and Strings;Agincourt;Jolly Roger;Music for Strings	neoclassical	https://en.wikipedia.org/wiki/Walter_Leigh	2441.0
Rudolf George Escher	1912	1980.0	Dutch			https://en.wikipedia.org/wiki/Rudolf_George_Escher	2441.0
Boris Arapov	1905	1992.0	Russian	Violin Concerto	neoromantic,atonality	https://en.wikipedia.org/wiki/Boris_Arapov	2440.0
Jean-Pierre Leguay	1939		French			https://en.wikipedia.org/wiki/Jean-Pierre_Leguay	2438.0
Malcolm Forsyth	1936	2011.0	Canadian			https://en.wikipedia.org/wiki/Malcolm_Forsyth	2437.0
Maude Valérie White	1855	1937.0	French-born English			https://en.wikipedia.org/wiki/Maude_Val%C3%A9rie_White	2437.0
Veniamin Basner	1925	1996.0	Russian			https://en.wikipedia.org/wiki/Veniamin_Basner	2437.0
Evgeny Golubev	1910	1988.0	Russian			https://en.wikipedia.org/wiki/Evgeny_Golubev	2436.0
Günter Raphael	1903	1960.0	German			https://en.wikipedia.org/wiki/G%C3%BCnter_Raphael	2430.0
Elisabetta Brusa	1954		Italian			https://en.wikipedia.org/wiki/Elisabetta_Brusa	2429.0
Viktor Suslin	1942	2012.0	Russian			https://en.wikipedia.org/wiki/Viktor_Suslin	2429.0
Martin Boykan	1931	2021.0	American	Echoes of Petrarch; Piano Trio No. 2; String Quartet No. 3	serialism	https://en.wikipedia.org/wiki/Martin_Boykan	2429.0
Günter Kochan	1930	2009.0	German			https://en.wikipedia.org/wiki/G%C3%BCnter_Kochan	2428.0
Antonio Smareglia	1854	1929.0	Austro-Hungarian			https://en.wikipedia.org/wiki/Antonio_Smareglia	2426.0
Kiril Makedonski	1925	1984.0	Macedonian	five symphonies, two ballets, two symphonic poems, choral music and songs		https://en.wikipedia.org/wiki/Kiril_Makedonski	2425.0
Alberto Hemsi	1898	1976.0	Turkish			https://en.wikipedia.org/wiki/Alberto_Hemsi	2423.0
Theodore Chanler	1902	1961.0	American			https://en.wikipedia.org/wiki/Theodore_Chanler	2421.0
Arturo Buzzi-Peccia	1854	1943.0	Italian	songs and piano works[vague]		https://en.wikipedia.org/wiki/Arturo_Buzzi-Peccia	2417.0
Iwan Knorr	1853	1916.0	German		Romanticism	https://en.wikipedia.org/wiki/Iwan_Knorr	2413.0
Sylvia Constantinidis	1962		Venezuelan-American			https://en.wikipedia.org/wiki/Sylvia_Constantinidis	2410.0
Zygmunt Krauze	1938		Polish			https://en.wikipedia.org/wiki/Zygmunt_Krauze	2410.0
Pamela Harrison	1915	1990.0	English			https://en.wikipedia.org/wiki/Pamela_Harrison_(composer)	2409.0
Jorge Grundman	1961		Spanish			https://en.wikipedia.org/wiki/Jorge_Grundman	2409.0
Paul von Klenau	1883	1946.0	Danish			https://en.wikipedia.org/wiki/Paul_von_Klenau	2409.0
Peter Tranchell	1922	1993.0	English			https://en.wikipedia.org/wiki/Peter_Tranchell	2407.0
Vladimir Shcherbachov	1889	1952.0	Russian			https://en.wikipedia.org/wiki/Vladimir_Shcherbachov	2406.0
Georges Dandelot	1895	1975.0	French			https://en.wikipedia.org/wiki/Georges_Dandelot	2406.0
Ding Shande	1911	1995.0	Chinese	Long March Symphony		https://en.wikipedia.org/wiki/Ding_Shande	2405.0
Kurt Schwertsik	1935		Austrian			https://en.wikipedia.org/wiki/Kurt_Schwertsik	2404.0
Michael Blake	1951		South African	French Suite		https://en.wikipedia.org/wiki/Michael_Blake_(composer)	2404.0
Mutal Burhonov	1916	2002.0	Uzbekistani			https://en.wikipedia.org/wiki/Mutal_Burhonov	2402.0
Dulcie Holland	1913	2000.0	Australian			https://en.wikipedia.org/wiki/Dulcie_Holland	2400.0
Georg Katzer	1935	2019.0	German	Baukasten für Orchester[de];D-Dur Musikmaschine[de]		https://en.wikipedia.org/wiki/Georg_Katzer	2399.0
Osvaldo Lacerda	1927	2011.0	Brazilian			https://en.wikipedia.org/wiki/Osvaldo_Lacerda	2398.0
Gladys Nordenstrom	1924	2016.0	American			https://en.wikipedia.org/wiki/Gladys_Nordenstrom	2395.0
Isador Goodman	1909	1982.0	South African-Australian			https://en.wikipedia.org/wiki/Isador_Goodman	2394.0
Sylvie Bodorová	1954		Czech			https://en.wikipedia.org/wiki/Sylvie_Bodorov%C3%A1	2393.0
Ethel Barns	1874	1948.0	English			https://en.wikipedia.org/wiki/Ethel_Barns	2389.0
Michael Parsons	1938		English			https://en.wikipedia.org/wiki/Michael_Parsons_(composer)	2389.0
Paul Arma	1905	1987.0	Hungarian-French			https://en.wikipedia.org/wiki/Paul_Arma	2389.0
Nobu Kōda	1870	1946.0	Japanese	Violin Sonata in E-flat major; Violin Sonata in D minor		https://en.wikipedia.org/wiki/Nobu_K%C5%8Dda	2388.0
Bernard Stevens	1916	1983.0	British			https://en.wikipedia.org/wiki/Bernard_Stevens	2386.0
Gilles Tremblay	1932	2017.0	Canadian	Sonorisation du Pavillon du Québec;Fleuves	electronic music,serialism	https://en.wikipedia.org/wiki/Gilles_Tremblay_(composer)	2383.0
Thomas Simaku	1958		Albanian			https://en.wikipedia.org/wiki/Thomas_Simaku	2378.0
Giacomo Orefice	1865	1922.0	Italian			https://en.wikipedia.org/wiki/Giacomo_Orefice	2377.0
Tauno Marttinen	1912	2008.0	Finnish			https://en.wikipedia.org/wiki/Tauno_Marttinen	2368.0
August Nölck	1862	1928.0	German			https://en.wikipedia.org/wiki/August_N%C3%B6lck	2367.0
Barry Conyngham	1944		Australian			https://en.wikipedia.org/wiki/Barry_Conyngham	2366.0
Willy Burkhard	1900	1955.0	Swiss			https://en.wikipedia.org/wiki/Willy_Burkhard	2366.0
Milko Kelemen	1924	2018.0	Croatian			https://en.wikipedia.org/wiki/Milko_Kelemen	2365.0
Terig Tucci	1897	1973.0	Argentine			https://en.wikipedia.org/wiki/Terig_Tucci	2351.0
Bill Hopkins	1943	1981.0	English	En Attendant;Sensation		https://en.wikipedia.org/wiki/Bill_Hopkins_(composer)	2347.0
Hanna Kulenty	1961		Polish	Ad Unum,Breathe,The Mother of Black Winged-Dreams, Trumpet Concerto, String Quartet No. 4		https://en.wikipedia.org/wiki/Hanna_Kulenty	2344.0
Václav Trojan	1907	1983.0	Czech			https://en.wikipedia.org/wiki/V%C3%A1clav_Trojan	2342.0
Alexander Kopylov	1854	1911.0	Russian			https://en.wikipedia.org/wiki/Alexander_Kopylov	2339.0
Vally Weigl	1894	1982.0	Austrian-American			https://en.wikipedia.org/wiki/Vally_Weigl	2338.0
Ivo Tijardović	1895	1976.0	Croatian			https://en.wikipedia.org/wiki/Ivo_Tijardovi%C4%87	2338.0
David Lumsdaine	1931		Australian			https://en.wikipedia.org/wiki/David_Lumsdaine	2327.0
Rudi Spring	1962		German	Heimkunft, chamber symphonies, song cycles		https://en.wikipedia.org/wiki/Rudi_Spring	2326.0
Karl Höller	1907	1987.0	German			https://en.wikipedia.org/wiki/Karl_H%C3%B6ller	2325.0
Cecil Effinger	1914	1990.0	American	Little SymphonyNo. 1;Four Pastoralesfor oboe and chorus	neoclassicism	https://en.wikipedia.org/wiki/Cecil_Effinger	2322.0
Charles Bordes	1863	1909.0	French			https://en.wikipedia.org/wiki/Charles_Bordes	2321.0
Mohamed Abdelwahab Abdelfattah	1962		Egypt	"Die Wunderzahl, String Quartet No. 2 ""Monamnamat"""	electroacoustic,postmodernism	https://en.wikipedia.org/wiki/Mohamed_Abdelwahab_Abdelfattah	2318.0
Lazare Saminsky	1882	1959.0	Russian			https://en.wikipedia.org/wiki/Lazare_Saminsky	2313.0
Fritz Stiedry	1883	1968.0	Austrian			https://en.wikipedia.org/wiki/Fritz_Stiedry	2313.0
Jack Gallagher	1947		American			https://en.wikipedia.org/wiki/Jack_Gallagher_(composer)	2312.0
Eduard Toldrà	1895	1962.0	Spanish			https://en.wikipedia.org/wiki/Eduard_Toldr%C3%A0	2311.0
Avery Robinson	1878	1965.0	American			https://en.wikipedia.org/wiki/Avery_Robinson	2310.0
Paul Méfano	1937	2020.0	French			https://en.wikipedia.org/wiki/Paul_M%C3%A9fano	2310.0
Joseph Beer	1908	1987.0	German			https://en.wikipedia.org/wiki/Joseph_Beer	2309.0
William Henry Bell	1873	1946.0	English			https://en.wikipedia.org/wiki/William_Henry_Bell	2303.0
Frederick May	1911	1985.0	Irish			https://en.wikipedia.org/wiki/Frederick_May_(composer)	2302.0
Peter Wishart	1921	1984.0	English			https://en.wikipedia.org/wiki/Peter_Wishart_(composer)	2302.0
Vasilije Mokranjac	1923	1984.0	Serbian			https://en.wikipedia.org/wiki/Vasilije_Mokranjac	2301.0
Lodewijk Mortelmans	1868	1952.0	Belgian			https://en.wikipedia.org/wiki/Lodewijk_Mortelmans	2300.0
Iver Holter	1850	1941.0	Norwegian			https://en.wikipedia.org/wiki/Iver_Holter	2300.0
Judy Dunaway	1964		American		avant-garde	https://en.wikipedia.org/wiki/Judy_Dunaway	2299.0
Patrick Larley	1951		British			https://en.wikipedia.org/wiki/Patrick_Larley	2296.0
Emil Sjögren	1853	1918.0	Swedish		Romanticism	https://en.wikipedia.org/wiki/Emil_Sj%C3%B6gren	2295.0
Bruce Mather	1939		Canadian			https://en.wikipedia.org/wiki/Bruce_Mather	2286.0
Ferdinand Rebay	1880	1953.0	Austrian			https://en.wikipedia.org/wiki/Ferdinand_Rebay	2284.0
Albert Stoessel	1894	1943.0	American			https://en.wikipedia.org/wiki/Albert_Stoessel	2283.0
Emil Votoček	1872	1950.0	Czech			https://en.wikipedia.org/wiki/Emil_Voto%C4%8Dek	2283.0
Dimitris Dragatakis	1914	2001.0	Greek			https://en.wikipedia.org/wiki/Dimitris_Dragatakis	2280.0
Edwin Roxburgh	1937		English			https://en.wikipedia.org/wiki/Edwin_Roxburgh	2278.0
Harry Farjeon	1878	1948.0	British			https://en.wikipedia.org/wiki/Harry_Farjeon	2277.0
Henryk Melcer-Szczawiński	1869	1928.0	Polish			https://en.wikipedia.org/wiki/Henryk_Melcer-Szczawi%C5%84ski	2277.0
Stephen Jaffe	1954		American			https://en.wikipedia.org/wiki/Stephen_Jaffe	2276.0
Edward Cowie	1943		English			https://en.wikipedia.org/wiki/Edward_Cowie	2275.0
René Eespere	1953		Estonian			https://en.wikipedia.org/wiki/Ren%C3%A9_Eespere	2272.0
Đuro Živković	1975		Serbian-Swedish			https://en.wikipedia.org/wiki/%C4%90uro_%C5%BDivkovi%C4%87	2268.0
Jukka Linkola	1955		Finnish			https://en.wikipedia.org/wiki/Jukka_Linkola	2267.0
Jan Brandts Buys	1868	1933.0	Dutch-Austrian			https://en.wikipedia.org/wiki/Jan_Brandts_Buys	2265.0
Philip Herschkowitz	1906	1989.0	Romanian		atonality,twelve-tone techniquepupil ofAlban Berg&Anton Webern	https://en.wikipedia.org/wiki/Philip_Herschkowitz	2263.0
António Fragoso	1897	1918.0	Portuguese			https://en.wikipedia.org/wiki/Ant%C3%B3nio_Fragoso	2263.0
Douglas Leedy	1938	2015.0	American			https://en.wikipedia.org/wiki/Douglas_Leedy	2260.0
Jean Huré	1877	1930.0	French			https://en.wikipedia.org/wiki/Jean_Hur%C3%A9	2259.0
Johana Harris	1912	1995.0	Canadian			https://en.wikipedia.org/wiki/Johana_Harris	2259.0
Victoria Borisova-Ollas	1969		Russian-Swedish	Wings of the Wind		https://en.wikipedia.org/wiki/Victoria_Borisova-Ollas	2259.0
Karel Berman	1919	1995.0	Czech			https://en.wikipedia.org/wiki/Karel_Berman	2258.0
Kristoffer Zegers	1973		Dutch			https://en.wikipedia.org/wiki/Kristoffer_Zegers	2258.0
Barbara Pentland	1912	2000.0	Canadian			https://en.wikipedia.org/wiki/Barbara_Pentland	2258.0
Sorrel Hays	1941	2020.0	American			https://en.wikipedia.org/wiki/Sorrel_Hays	2256.0
Manuel Infante	1883	1958.0	Spanish			https://en.wikipedia.org/wiki/Manuel_Infante	2255.0
William Susman	1960		American	Marimba Montuño(solo);Camille(chamber ensmeble);Trailing Vortices(chamber orchestra);Fate of the Lhapa(film score)	postminimalism; also composer of film music:Native New Yorker	https://en.wikipedia.org/wiki/William_Susman	2254.0
Chan Ka Nin	1949		Canadian			https://en.wikipedia.org/wiki/Chan_Ka_Nin	2253.0
Michael Rosenzweig	1951		South African	Symphony in One Movement; String Quartet No. 2		https://en.wikipedia.org/wiki/Michael_Rosenzweig_(composer)	2250.0
Jan Gerard Palm	1831	1906.0	Dutch Antillean			https://en.wikipedia.org/wiki/Jan_Gerard_Palm	2249.0
Vasif Adigozalov	1935	2006.0	Azerbaijani			https://en.wikipedia.org/wiki/Vasif_Adigozalov	2249.0
Jaroslav Krček	1939		Czech			https://en.wikipedia.org/wiki/Jaroslav_Kr%C4%8Dek	2249.0
Jiří Pauer	1919	2007.0	Czech			https://en.wikipedia.org/wiki/Ji%C5%99%C3%AD_Pauer	2248.0
Fisher Tull	1934	1994.0	American			https://en.wikipedia.org/wiki/Fisher_Tull	2247.0
A. J. Potter	1918	1970.0	Irish			https://en.wikipedia.org/wiki/A._J._Potter	2247.0
Claude Delvincourt	1888	1954.0	French			https://en.wikipedia.org/wiki/Claude_Delvincourt	2245.0
Heinz Tiessen	1887	1971.0	German			https://en.wikipedia.org/wiki/Heinz_Tiessen	2243.0
James Wilson	1922	2005.0	Irish			https://en.wikipedia.org/wiki/James_Wilson_(composer)	2243.0
Karl Aage Rasmussen	1947		Danish			https://en.wikipedia.org/wiki/Karl_Aage_Rasmussen	2240.0
Ștefan Niculescu	1927	2010.0	Romanian	Ison II		https://en.wikipedia.org/wiki/%C8%98tefan_Niculescu	2240.0
Jürg Baur	1918	2010.0	German	Concerto romanofor oboe and orchestra;Der Roman mit dem Kontrabass(opera)	serialism,quotation,neoclassicism	https://en.wikipedia.org/wiki/J%C3%BCrg_Baur	2239.0
Asaf Zeynally	1909	1932.0	Azerbaijani			https://en.wikipedia.org/wiki/Asaf_Zeynally	2237.0
Robert Helps	1928	2001.0	American			https://en.wikipedia.org/wiki/Robert_Helps	2233.0
Marcelle de Manziarly	1899	1989.0	French			https://en.wikipedia.org/wiki/Marcelle_de_Manziarly	2231.0
Samuel L. M. Barlow	1892	1982.0	American			https://en.wikipedia.org/wiki/Samuel_L._M._Barlow_II	2230.0
Maria de Alvear	1960		Spanish-German			https://en.wikipedia.org/wiki/Maria_de_Alvear	2230.0
Joop Stokkermans	1937	2012.0	Dutch			https://en.wikipedia.org/wiki/Joop_Stokkermans	2230.0
Miguel Bernal Jiménez	1910	1956.0	Mexican			https://en.wikipedia.org/wiki/Miguel_Bernal_Jim%C3%A9nez	2225.0
Richard Franck	1858	1938.0	German			https://en.wikipedia.org/wiki/Richard_Franck	2224.0
Max Schubel	1932	2010.0	American			https://en.wikipedia.org/wiki/Max_Schubel	2223.0
Conrad Ansorge	1862	1930.0	German			https://en.wikipedia.org/wiki/Conrad_Ansorge	2220.0
